People,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
P18948,3,2,4,2,5,1,5,3,4,2,1,4,5,2,2,4,5,2,3,2,2,4,1,4,1,4,1,5,4,4,4,5,5,2,3,5,3,3,4,3,4,2,4,2,3,1,4,3,5,4
P18949,4,2,5,2,4,2,5,2,4,2,1,5,1,5,1,2,2,1,1,1,2,4,3,3,2,4,2,4,3,5,3,3,3,2,3,3,5,2,3,4,5,1,5,1,5,1,5,5,4,5
P18950,4,2,2,4,4,1,3,3,4,5,4,4,4,1,5,4,4,4,4,4,2,4,3,4,3,4,3,4,4,4,3,3,5,4,2,4,1,3,3,3,5,1,5,3,5,1,5,5,5,5
P18951,3,2,4,2,5,2,5,2,4,2,2,4,4,2,2,3,4,3,2,2,2,4,1,4,2,4,2,4,4,4,3,4,4,2,3,4,3,3,4,3,4,2,4,2,3,2,4,4,4,4
P18952,4,2,4,3,5,3,5,5,4,2,5,3,5,3,5,5,3,2,4,4,3,4,3,5,2,5,2,5,5,3,4,3,5,3,5,2,4,4,5,5,5,2,5,3,5,1,5,5,4,5
P18953,2,3,3,5,4,2,4,5,3,5,5,3,5,4,4,4,4,2,4,4,1,4,2,4,1,5,2,5,4,3,3,1,4,4,5,1,5,1,4,3,5,3,5,2,3,2,3,3,4,4
P18954,4,2,4,3,4,2,4,4,3,5,4,3,4,2,4,3,3,2,5,1,1,5,2,4,1,5,1,4,4,4,2,5,2,3,1,4,4,3,4,4,3,3,4,3,4,2,3,1,5,3
P18955,1,5,4,4,3,3,3,4,2,3,5,1,5,2,1,5,5,5,5,4,1,5,1,5,2,4,1,4,5,4,5,4,5,3,1,3,4,3,5,4,3,2,4,3,3,2,4,3,5,3
P18956,3,3,2,5,3,3,1,5,1,5,5,3,5,1,2,3,5,4,3,1,1,4,2,3,4,5,3,4,3,4,4,2,3,5,4,5,3,3,3,3,3,3,4,3,3,3,3,3,2,4
P18957,1,3,2,5,4,3,1,4,1,4,3,1,5,1,5,5,4,5,5,5,3,1,1,3,4,1,5,2,2,3,5,1,5,1,5,1,4,1,5,3,3,3,5,2,4,1,4,3,4,4
P18958,2,4,4,3,2,3,3,4,2,4,3,3,4,3,4,2,2,2,2,3,2,4,2,4,3,4,1,4,3,3,4,2,4,2,3,3,4,1,4,4,2,3,2,3,4,4,5,2,4,4
P18959,2,3,4,5,2,4,3,4,3,4,3,3,3,1,5,3,3,2,4,2,5,2,3,2,5,3,4,1,2,3,4,4,4,1,4,1,4,1,5,5,1,4,4,4,3,2,3,1,4,3
P18960,3,3,4,5,4,1,2,5,3,5,4,1,5,2,2,1,4,4,2,4,1,5,1,5,1,5,1,5,5,5,4,2,5,2,3,1,5,3,5,5,5,2,5,1,4,1,4,5,3,5
P18961,2,1,4,3,4,1,3,5,3,3,5,3,4,4,1,5,5,3,5,5,4,4,4,4,1,5,1,5,5,3,3,3,4,5,1,5,4,3,4,3,4,2,1,3,4,5,5,3,5,4
P18962,4,4,1,4,1,4,1,4,2,1,5,2,4,4,2,5,5,5,5,4,4,4,4,2,4,4,2,2,2,1,2,1,2,4,2,4,2,5,1,4,2,4,4,2,4,2,4,2,5,2
P18963,4,1,4,4,5,1,4,3,3,3,3,3,5,4,4,3,4,3,4,1,1,5,2,5,3,5,2,3,3,2,3,5,4,4,2,5,3,3,2,3,3,5,5,5,2,5,4,1,5,2
P18964,4,1,5,2,3,2,4,3,3,4,4,4,4,3,2,4,3,3,4,3,1,4,3,4,1,4,1,4,4,4,4,2,4,3,2,2,4,3,4,3,3,2,4,3,3,1,3,2,4,3
P18965,3,3,3,4,4,4,5,5,3,4,1,4,4,4,3,2,4,5,5,1,5,1,4,3,5,4,5,2,4,3,5,4,4,3,1,5,2,4,1,3,3,3,5,3,4,1,5,4,5,5
P18966,1,2,3,2,5,1,4,4,1,3,4,2,4,2,4,3,4,4,3,3,2,4,1,4,2,5,2,4,2,5,3,3,3,1,2,2,5,4,4,2,2,2,2,2,2,3,3,2,5,3
P18967,2,5,1,3,4,1,3,4,4,5,5,1,5,5,5,5,3,5,5,4,4,4,3,5,2,4,2,5,5,3,1,5,1,4,1,5,1,3,5,3,1,3,5,3,4,1,4,1,5,5
P18968,4,3,4,5,4,2,4,1,2,2,1,4,2,2,2,1,2,2,1,4,1,5,1,5,2,5,2,4,4,4,5,3,4,2,3,3,4,3,4,4,3,2,5,2,4,1,3,3,5,5
P18969,2,1,5,2,5,2,5,5,3,1,4,3,5,4,3,1,5,5,4,2,1,5,2,5,1,5,1,5,4,3,4,2,4,4,1,4,4,4,2,4,2,2,4,4,2,3,5,2,4,4
P18970,4,1,5,2,5,1,5,5,2,4,2,5,1,4,2,1,2,2,2,2,1,5,1,5,1,5,1,5,5,4,1,4,4,2,2,4,1,1,1,4,4,1,5,1,4,1,4,3,1,4
P18971,1,5,3,5,1,2,1,4,3,5,1,5,2,4,4,2,1,1,3,1,3,4,2,2,2,3,3,3,2,3,4,4,3,1,2,2,5,3,2,4,3,1,5,1,5,1,5,4,2,5
P18972,3,4,4,2,4,2,5,4,1,3,4,4,3,1,2,3,3,3,2,5,1,5,2,5,1,5,1,5,5,5,4,1,5,1,4,1,4,1,4,3,5,1,5,1,3,1,5,5,5,4
P18973,3,5,3,4,3,3,1,5,1,5,2,4,4,1,4,5,4,4,2,4,1,4,3,5,2,5,2,4,5,4,3,4,5,3,3,4,4,3,4,4,4,4,2,2,3,3,4,3,5,3
P18974,2,2,4,5,4,2,2,4,2,5,3,3,5,3,3,3,3,3,1,2,1,5,1,5,1,5,1,5,5,5,4,1,4,1,5,1,5,1,4,4,2,4,3,5,3,3,3,2,4,2
P18975,5,2,4,2,4,1,4,2,4,2,4,3,4,2,4,4,4,3,4,3,4,4,2,4,2,4,2,4,4,4,3,2,3,3,4,3,4,2,4,4,4,3,4,2,3,1,3,4,4,4
P18976,1,3,1,4,2,2,1,2,3,5,5,1,5,1,5,5,5,5,5,5,2,4,4,2,4,4,2,2,1,1,3,5,5,5,2,5,4,5,1,1,4,4,5,2,4,1,1,4,5,4
P18977,4,1,5,1,4,1,3,1,4,1,2,4,1,5,2,1,1,1,1,1,1,5,1,5,1,5,1,5,5,3,4,4,2,2,1,4,4,1,4,5,5,2,4,3,3,2,3,4,4,4
P18978,1,3,4,4,1,4,1,5,2,4,2,2,5,1,4,4,5,5,4,4,1,4,3,5,2,3,3,4,4,3,3,4,5,4,1,3,4,3,3,3,1,3,5,3,3,3,3,2,5,4
P18979,3,3,4,3,4,2,3,4,4,4,3,4,3,3,2,2,2,1,2,2,2,4,2,4,2,4,2,4,4,3,4,1,4,1,4,1,4,2,4,2,4,3,3,2,4,2,3,4,3,4
P18980,2,5,2,2,3,3,3,4,2,4,5,5,5,3,5,4,5,5,5,4,1,5,1,4,1,5,1,1,5,3,3,5,4,1,3,3,4,2,4,3,5,5,5,2,5,1,1,2,4,5
P18981,4,3,5,2,1,2,5,4,4,4,5,2,5,4,3,2,4,4,4,4,1,5,1,3,1,2,1,3,3,4,2,5,3,5,1,5,5,3,4,4,1,4,2,3,4,2,4,1,4,4
P18982,4,1,5,2,4,1,5,3,4,2,4,2,4,5,1,1,1,1,1,1,2,5,2,4,2,4,1,4,4,4,5,3,4,2,3,2,5,1,5,4,5,2,4,2,4,1,4,4,3,4
P18983,5,1,5,1,4,1,5,1,5,4,3,5,3,2,5,4,3,5,4,1,3,5,3,3,1,3,1,1,5,5,4,5,5,5,1,5,3,5,1,3,1,1,5,1,3,1,2,1,1,5
P18984,2,2,4,3,4,4,1,3,4,5,5,3,5,1,2,4,4,3,5,5,1,5,3,5,2,4,2,3,4,4,4,4,5,2,2,4,4,2,2,5,4,1,3,1,2,3,4,3,4,4
P18985,3,1,4,2,5,1,4,1,5,3,2,4,2,4,4,3,3,2,4,1,4,5,4,1,4,2,1,4,1,2,2,5,4,2,3,4,4,2,3,3,5,4,4,4,5,1,5,5,5,4
P18986,2,3,3,5,4,2,3,4,2,2,2,3,5,3,3,3,2,2,2,2,2,4,2,5,2,5,1,5,4,3,3,1,4,1,1,2,3,1,4,4,5,3,4,4,5,1,4,5,5,5
P18987,1,4,3,3,3,3,1,1,2,5,5,5,5,1,4,4,3,3,5,5,3,3,3,3,3,4,1,5,5,3,3,4,5,3,2,2,5,3,3,4,3,1,5,1,5,1,3,3,5,5
P18988,3,2,4,2,4,1,3,4,4,4,2,4,2,4,2,1,2,2,2,2,1,4,2,4,2,2,2,3,4,3,4,2,4,1,3,3,4,2,4,4,5,2,3,2,4,2,4,4,4,4
P18989,1,3,3,3,3,3,5,1,3,5,1,5,3,3,5,1,1,1,1,2,3,3,1,5,3,3,3,5,5,5,3,1,5,3,3,1,3,1,1,3,5,3,5,3,5,1,5,1,5,5
P18990,3,2,4,2,4,2,4,3,3,3,3,3,3,3,2,2,2,3,2,2,2,4,2,4,2,4,3,3,4,4,4,4,4,2,4,3,4,3,4,3,3,4,3,3,4,2,4,1,4,4
P18991,4,2,5,1,5,1,5,1,5,1,1,3,4,2,3,1,3,3,2,3,1,4,2,5,2,4,1,5,5,5,4,5,5,2,2,5,2,3,2,3,3,2,5,3,4,1,5,5,5,4
P18992,2,2,2,4,2,2,4,5,2,3,3,4,4,2,3,3,5,4,2,4,1,4,1,5,1,4,1,5,5,5,3,3,5,2,3,1,5,1,5,5,4,1,5,1,4,1,5,4,5,5
P18993,3,4,3,3,2,2,2,3,4,4,2,2,4,4,1,2,3,2,2,2,2,4,5,4,2,4,2,4,4,3,4,4,4,2,1,5,4,4,2,2,4,1,5,1,3,1,4,4,4,4
P18994,3,3,2,4,3,2,3,4,2,4,3,4,2,4,3,2,5,2,2,2,1,4,1,5,3,3,1,4,4,3,5,1,5,1,4,2,5,1,4,4,5,1,4,1,4,2,5,5,4,4
P18995,3,1,5,3,4,3,3,4,3,3,4,4,4,3,3,3,3,3,2,2,1,5,1,5,1,5,1,5,4,5,5,3,3,2,4,4,3,3,2,4,2,4,4,3,4,2,4,3,5,5
P18996,2,5,5,4,3,3,3,1,1,5,1,5,1,2,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,5,5,2,5,1,4,1,4,5,3,3,3,2,3,1,5,2,4,3
P18997,4,1,5,4,5,1,5,5,3,1,3,5,5,2,1,3,5,1,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,3,1,5,1,5,1,5,2,5,5
P18998,2,2,4,2,3,2,2,4,4,4,4,3,4,2,2,4,3,2,4,2,1,4,3,4,1,4,2,4,4,3,2,3,4,4,2,2,3,3,2,3,4,3,5,2,4,1,4,4,4,5
P18999,4,1,4,1,4,1,4,2,5,2,4,3,5,2,2,2,2,2,2,4,1,4,2,5,2,4,2,4,5,4,3,3,5,4,3,4,3,3,3,4,2,2,5,2,4,2,4,2,4,5
P19000,1,1,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,5,5,1,5,1,5,1,5,5,5,5
P19001,3,1,5,1,5,1,4,1,5,1,1,4,1,5,1,1,3,1,1,1,5,4,3,2,5,1,2,3,1,4,3,3,4,2,1,5,3,4,2,2,4,1,5,1,5,1,4,4,5,5
P19002,1,4,1,4,3,2,2,5,3,4,3,3,3,1,2,4,4,5,4,4,2,4,3,4,2,3,2,4,4,3,1,5,4,4,1,4,3,4,1,2,3,1,5,1,3,1,4,4,5,4
P19003,4,4,5,2,5,1,5,4,4,4,3,4,2,5,1,1,1,1,1,2,2,5,2,4,2,4,2,4,4,2,4,1,5,2,5,1,5,1,5,5,5,4,4,4,4,4,5,4,5,4
P19004,3,3,5,2,5,1,5,3,5,3,3,4,4,3,2,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,4,5,3,3,3,5,1,3,3,5,1,4,1,4,1,5,5,5,4
P19005,5,1,2,2,5,1,3,4,2,5,4,3,4,1,1,5,5,3,5,5,5,3,5,4,5,4,2,5,5,5,3,5,5,3,3,3,3,3,1,3,4,3,5,3,3,1,3,3,5,3
P19006,3,2,4,2,4,2,3,3,4,3,3,4,2,5,3,2,2,2,2,2,2,4,2,4,2,4,2,2,4,4,4,4,4,2,2,3,4,2,4,4,4,2,4,1,4,2,4,4,4,5
P19007,3,5,5,4,3,5,2,4,5,4,2,5,5,4,4,5,5,5,3,2,2,3,1,5,2,5,4,4,5,2,2,5,5,5,2,4,1,4,4,4,2,1,4,1,2,2,5,2,5,2
P19008,3,4,3,3,2,3,2,3,2,3,3,3,4,2,4,3,3,3,4,4,2,3,2,3,3,4,3,2,3,3,3,2,3,2,3,1,5,3,4,3,5,1,5,1,5,1,4,3,5,5
P19009,4,2,5,2,5,1,3,2,4,3,5,3,5,3,2,4,3,4,5,1,4,5,1,2,4,2,2,2,3,5,5,3,4,2,3,2,3,1,4,3,5,1,5,1,5,1,5,4,3,5
P19010,3,2,5,3,5,1,4,2,5,2,4,4,5,2,2,4,2,2,3,1,2,5,2,5,1,5,1,5,5,3,5,4,4,3,3,4,2,2,3,4,3,3,5,1,4,2,4,3,2,4
P19011,2,3,4,3,4,2,4,3,3,3,2,5,2,4,2,2,2,2,1,1,1,4,2,5,2,4,2,4,5,4,3,3,3,4,1,4,3,3,2,4,5,2,4,2,4,2,4,4,4,4
P19012,4,4,3,3,4,1,4,4,4,4,1,5,4,3,5,3,2,2,4,2,1,4,4,4,4,4,4,4,5,5,4,5,4,3,1,3,2,2,2,5,4,1,5,1,5,1,4,4,4,5
P19013,3,4,1,4,2,4,1,5,1,5,5,5,2,3,4,4,3,3,4,3,3,2,2,3,2,4,3,3,4,2,4,2,3,1,2,3,5,2,3,4,2,5,1,5,2,5,2,2,1,1
P19014,3,4,4,3,2,1,2,2,4,3,2,4,3,2,1,2,2,1,3,3,2,4,4,3,4,4,2,4,2,3,3,5,4,2,2,2,3,3,4,2,4,2,5,2,4,1,4,3,4,5
P19015,1,5,1,4,2,5,1,5,2,5,1,5,4,4,2,2,1,1,2,2,5,1,2,2,4,3,5,2,2,2,5,1,4,2,2,2,5,1,5,5,5,1,4,1,5,1,5,4,5,5
P19016,2,4,3,4,3,3,2,3,4,3,3,2,3,3,3,2,2,2,3,3,2,3,2,4,3,3,3,4,4,3,3,2,3,3,2,2,3,3,3,3,4,2,3,2,3,2,3,3,3,3
P19017,4,3,4,2,5,2,4,2,4,2,3,4,3,2,2,2,4,2,2,3,2,4,4,5,2,3,2,4,4,4,3,3,4,3,3,2,2,2,3,4,5,1,4,1,5,1,4,5,4,4
P19018,5,5,3,4,3,3,5,2,4,5,1,5,3,3,1,2,1,1,2,1,2,2,2,3,3,4,3,3,4,3,3,3,4,3,5,5,3,1,4,3,1,4,5,2,5,1,5,1,5,4
P19019,1,4,2,4,2,3,1,4,1,5,4,3,5,1,4,3,5,4,4,5,2,3,2,3,3,3,2,3,3,1,3,5,4,3,2,4,4,2,3,3,3,4,1,4,3,5,4,3,4,1
P19020,1,4,1,5,2,4,1,4,2,5,2,2,5,4,4,5,3,4,4,4,4,1,3,3,4,5,3,2,3,4,2,4,1,4,2,3,3,4,2,2,2,5,3,4,2,4,2,2,3,1
P19021,4,2,4,3,5,3,5,3,3,2,3,4,5,1,1,2,4,3,4,3,1,5,1,5,1,5,1,5,5,5,4,2,5,1,5,1,5,2,5,4,3,3,3,1,2,5,4,3,4,2
P19022,3,3,3,3,3,3,2,4,3,3,2,3,4,4,2,3,3,3,4,2,2,1,3,2,3,2,3,2,3,4,5,2,5,2,4,2,5,1,4,5,5,2,4,2,5,2,5,2,4,5
P19023,4,2,4,2,5,2,5,4,5,2,2,3,4,3,2,2,2,2,3,2,4,3,2,1,5,1,2,2,1,5,4,3,4,5,5,4,5,1,4,5,4,2,2,4,5,4,5,4,2,5
P19024,1,2,4,3,2,1,2,2,4,4,5,2,5,1,5,2,4,4,1,4,1,5,1,4,1,5,2,4,3,4,2,5,4,2,2,5,3,2,2,4,5,1,5,1,5,1,5,4,5,5
P19025,4,4,4,4,1,4,2,4,4,4,1,5,1,3,4,1,3,2,1,2,2,3,2,2,4,3,3,2,2,3,4,1,4,2,2,3,2,4,1,2,3,4,3,3,2,3,3,3,4,2
P19026,2,4,2,4,4,2,1,4,2,5,5,3,5,2,5,5,3,4,4,4,4,4,2,4,2,5,3,4,4,4,3,3,2,2,5,1,2,4,3,3,2,4,5,3,3,2,2,1,4,2
P19027,3,3,4,3,3,2,3,3,3,3,4,4,4,2,3,3,3,3,3,3,4,5,3,4,2,3,2,3,4,4,3,4,4,3,1,4,3,3,2,3,3,3,4,2,4,1,2,3,5,5
P19028,5,5,5,3,2,5,5,5,2,2,3,5,3,2,2,1,2,1,2,1,5,5,2,5,2,5,5,5,5,5,5,3,5,2,5,1,5,1,5,5,4,4,4,3,5,1,5,1,2,5
P19029,2,4,2,3,4,2,2,4,2,4,5,2,5,2,5,5,4,4,4,4,2,4,3,4,2,4,2,4,4,3,4,4,4,2,4,2,4,2,4,4,5,2,5,2,4,2,4,4,5,4
P19030,1,2,3,4,4,2,4,4,2,5,4,3,4,2,4,4,4,3,2,3,4,4,2,4,2,3,2,5,3,3,4,2,3,3,3,2,5,2,5,4,5,2,4,2,4,1,3,5,4,4
P19031,2,4,3,4,3,4,3,3,4,5,1,5,1,5,4,1,1,2,1,1,4,3,1,4,2,5,2,3,4,4,3,2,5,1,2,3,4,2,2,2,4,2,3,3,5,3,4,4,4,3
P19032,3,4,2,4,4,2,3,5,4,4,5,1,5,1,5,5,4,4,5,5,2,4,3,3,2,3,2,4,2,3,3,3,5,2,4,4,4,1,4,3,2,2,5,3,4,2,3,3,5,4
P19033,4,3,5,3,2,3,4,2,4,2,3,4,4,2,2,2,2,1,2,4,1,4,1,4,1,5,1,4,4,4,3,2,4,1,2,4,4,2,4,4,2,2,5,2,4,1,4,2,4,4
P19034,1,5,2,5,2,4,1,3,3,4,3,4,4,2,4,4,4,4,4,4,4,3,3,2,3,2,4,2,4,3,3,5,4,4,2,4,2,4,2,4,4,3,5,2,4,1,4,4,3,5
P19035,1,3,3,3,2,3,1,4,3,4,5,1,5,1,5,3,4,4,3,5,1,3,1,4,2,4,2,3,3,3,2,5,3,4,1,5,2,2,2,2,3,3,3,3,4,2,3,2,2,4
P19036,2,4,3,4,2,3,3,5,2,5,4,3,3,3,2,3,2,2,3,3,1,5,1,5,2,5,1,5,4,3,3,3,5,2,3,3,4,1,4,4,4,3,4,2,3,2,3,4,5,3
P19037,4,1,5,2,5,1,5,3,5,1,4,4,4,4,4,4,4,4,4,1,1,5,1,5,1,4,1,4,5,5,4,2,4,3,2,3,4,2,5,4,4,2,4,3,5,2,4,4,5,5
P19038,4,2,4,3,4,2,5,3,2,2,4,3,4,1,3,3,5,5,3,5,1,5,2,4,1,5,2,5,4,3,2,4,3,3,2,4,4,2,1,1,4,3,5,2,4,1,4,2,4,4
P19039,5,1,5,1,5,1,5,1,5,1,1,5,3,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,1,3,5,3,5,1,5,1,5,5
P19040,1,5,2,4,2,5,2,5,1,5,5,2,5,1,4,5,4,4,4,4,1,5,2,5,2,4,2,4,4,3,3,4,3,4,2,4,4,4,3,3,5,2,5,3,4,1,4,5,5,5
P19041,1,5,2,5,1,5,1,5,1,5,2,2,4,2,3,4,5,4,4,3,3,2,3,5,4,5,4,2,5,2,1,2,4,1,5,5,3,2,4,3,1,3,5,2,1,1,3,1,4,1
P19042,2,3,4,4,2,2,1,5,3,5,3,3,4,4,2,3,2,1,3,1,1,4,1,4,1,5,2,5,4,5,4,4,5,2,4,2,5,3,4,5,3,2,4,3,4,2,5,4,4,4
P19043,4,4,4,2,2,2,3,2,5,2,2,5,4,4,4,2,2,2,2,2,3,4,1,2,4,2,4,4,3,3,2,4,2,4,3,2,2,4,4,3,2,2,5,2,4,1,5,2,4,4
P19044,4,3,4,2,3,3,3,3,4,3,2,4,3,5,1,2,2,1,2,1,1,3,4,4,3,3,3,4,3,4,3,3,5,3,2,4,3,3,1,3,3,1,4,1,4,1,5,3,4,4
P19045,1,2,5,2,5,1,3,2,5,1,1,5,5,5,1,1,1,1,1,1,3,4,1,2,1,3,2,4,5,4,5,1,5,1,4,1,5,1,5,5,3,1,3,1,4,2,5,1,5,4
P19046,3,2,4,5,2,2,2,3,5,5,5,3,5,3,2,3,3,3,4,3,1,5,2,5,1,5,1,5,5,3,5,3,5,1,3,3,5,3,5,4,3,3,5,2,4,1,5,2,4,5
P19047,3,2,4,3,4,2,4,3,3,2,2,4,2,3,1,1,1,1,1,2,1,5,1,4,2,4,1,4,4,5,4,2,4,1,4,1,4,1,4,4,5,1,4,1,4,1,5,2,5,4
P19048,2,3,3,3,3,3,3,3,2,4,5,2,4,3,5,4,4,4,4,3,4,4,2,4,3,4,3,4,3,3,3,2,3,4,4,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2
P19049,3,4,4,3,2,2,3,5,2,5,2,5,3,2,5,3,5,4,3,3,4,3,1,4,2,5,1,2,5,3,5,5,5,1,3,5,3,1,4,4,4,4,4,1,2,5,5,4,5,5
P19050,3,3,4,2,3,2,4,2,5,4,2,3,3,3,2,2,2,2,4,3,5,5,1,5,2,4,2,4,5,4,4,1,4,1,3,1,2,2,5,4,4,4,3,3,3,2,4,2,3,3
P19051,3,4,4,2,5,3,5,4,5,5,4,4,5,1,5,5,5,5,5,4,2,5,2,4,2,4,1,5,5,5,4,3,5,3,3,3,5,2,4,5,3,2,5,2,3,2,5,3,5,3
P19052,1,1,3,2,5,2,1,3,2,5,2,3,3,2,2,4,2,3,2,1,4,4,2,3,2,3,2,2,3,3,2,2,2,2,2,2,2,3,1,2,1,2,3,2,3,1,3,1,2,3
P19053,1,4,1,5,2,5,1,5,1,5,5,2,5,1,5,5,2,5,5,5,1,5,3,5,4,3,4,2,5,2,3,5,4,5,3,5,5,3,5,5,4,4,5,4,3,2,3,4,5,4
P19054,3,1,2,3,2,2,2,3,5,5,5,2,5,3,5,3,4,1,4,2,3,5,1,3,2,5,1,1,5,2,4,4,5,3,2,1,3,3,5,4,4,2,5,2,5,1,3,2,5,5
P19055,2,4,5,2,2,2,3,3,4,3,4,2,4,3,5,3,4,4,4,3,2,5,4,4,3,3,2,4,4,4,4,2,5,2,4,1,5,3,5,4,4,2,5,3,5,2,5,4,3,4
P19056,3,3,4,4,4,2,4,3,4,4,4,4,4,1,4,4,4,4,3,4,3,4,2,4,3,5,3,4,4,4,3,4,4,3,3,2,4,3,3,3,3,3,5,3,4,1,4,3,5,3
P19057,3,1,4,5,4,1,4,5,2,2,2,4,2,4,4,3,3,2,4,2,2,5,2,4,2,4,2,4,4,3,2,4,4,4,2,4,2,3,2,3,4,2,4,1,5,2,4,3,5,4
P19058,2,5,3,4,2,3,3,5,1,5,3,3,4,3,3,3,3,2,3,3,1,4,2,5,1,4,3,4,4,4,3,2,4,2,3,3,3,2,3,3,3,3,4,3,3,2,4,3,4,3
P19059,4,2,5,1,5,1,4,1,5,5,5,5,3,2,2,4,4,3,5,2,2,4,4,2,2,4,2,4,2,4,3,5,4,3,5,5,3,1,2,3,5,3,5,3,4,2,5,4,2,4
P19060,4,1,5,1,5,1,5,2,5,1,1,4,2,3,2,3,1,1,2,1,1,1,2,5,1,5,1,5,5,5,4,1,2,1,4,3,4,3,3,5,3,1,5,3,3,1,5,2,4,4
P19061,1,5,1,3,2,4,1,3,5,5,5,5,5,1,5,5,5,3,5,5,3,2,1,5,5,4,5,5,5,5,2,5,4,5,1,5,3,3,1,5,2,3,5,1,4,1,3,3,5,3
P19062,4,2,5,2,5,1,5,4,5,2,3,5,4,1,4,3,5,4,5,4,1,5,2,5,1,4,1,5,5,5,2,5,4,2,2,2,3,2,1,5,5,2,5,1,5,1,5,4,5,5
P19063,3,3,4,2,3,2,3,1,5,3,4,3,4,5,5,5,5,4,4,4,5,4,3,3,1,5,2,4,4,3,2,3,1,4,4,4,3,3,3,4,1,4,3,5,5,1,3,3,4,4
P19064,4,4,5,5,4,2,4,1,4,5,5,5,5,3,5,5,4,4,4,3,5,5,4,5,2,5,2,5,5,4,3,5,5,5,1,4,3,5,1,1,4,3,5,2,5,1,5,1,5,5
P19065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19066,2,2,4,5,3,2,4,1,4,2,2,5,2,1,4,5,2,2,1,4,4,5,4,2,4,2,3,4,4,1,3,3,5,4,2,4,5,4,2,2,4,2,5,1,4,1,3,4,5,5
P19067,3,1,3,2,2,1,1,4,3,5,5,3,5,4,5,5,4,5,5,5,5,2,2,3,4,3,3,2,4,4,5,4,5,3,5,4,5,2,5,5,3,1,5,1,5,1,4,3,5,5
P19068,1,4,1,5,2,5,1,5,1,5,5,1,5,1,5,3,4,4,4,5,1,3,1,5,2,5,3,5,5,2,2,4,3,5,2,3,4,2,4,3,5,1,5,1,2,1,4,5,5,3
P19069,3,2,3,3,3,4,2,5,2,5,3,4,5,4,4,2,2,1,3,2,2,3,3,4,2,3,3,3,3,2,4,4,4,3,3,4,4,3,4,3,3,2,2,1,3,4,3,1,4,3
P19070,4,3,5,2,5,2,4,2,3,2,4,3,5,3,4,3,4,4,4,4,4,5,5,2,4,4,2,2,2,3,1,5,5,5,4,3,2,4,2,4,3,2,5,1,4,2,4,3,4,4
P19071,1,2,1,5,4,1,1,4,2,4,4,4,2,4,4,1,1,1,2,2,2,1,1,5,2,5,2,2,5,3,2,4,4,4,1,2,3,3,2,5,5,1,5,1,5,1,5,5,4,5
P19072,3,2,5,3,5,2,3,3,3,1,3,4,3,3,3,3,4,3,2,2,1,5,4,5,1,4,1,5,5,4,2,5,4,3,1,5,2,4,2,5,5,1,4,1,3,2,5,4,5,4
P19073,3,1,5,2,4,1,3,2,5,2,2,5,4,5,5,5,1,3,4,2,2,5,3,5,1,5,1,2,5,5,4,3,4,2,5,2,3,2,4,5,4,5,3,5,3,1,5,1,3,3
P19074,3,5,2,5,2,5,1,5,1,5,4,4,3,4,1,4,5,5,4,5,5,2,1,5,3,5,5,3,5,5,5,1,5,1,5,1,5,1,5,5,4,1,5,1,5,1,5,4,5,5
P19075,1,5,2,5,1,1,1,5,1,5,5,3,5,1,5,3,5,5,5,5,1,5,1,5,1,5,1,5,5,1,4,1,5,3,5,1,5,3,1,3,3,1,4,1,1,1,2,1,5,2
P19076,3,5,2,5,2,5,1,5,1,5,5,2,4,3,5,4,5,5,5,3,2,3,4,3,3,4,3,2,3,4,3,4,2,4,1,4,2,5,2,4,3,5,4,4,2,2,2,3,4,3
P19077,1,5,2,5,1,3,1,5,5,5,4,4,5,1,1,5,5,5,5,5,5,1,4,2,5,5,5,1,5,5,5,1,5,1,5,1,5,3,1,5,5,1,5,1,5,1,5,5,5,5
P19078,4,1,5,3,5,1,5,3,3,4,3,3,5,3,3,5,5,5,5,2,2,5,3,5,1,5,1,3,5,5,4,5,2,3,2,5,5,3,2,3,2,3,5,3,4,1,4,2,4,4
P19079,4,2,5,3,5,1,5,5,5,1,3,5,5,3,2,2,1,3,5,2,1,5,1,5,2,5,1,5,5,5,2,3,3,5,2,3,3,2,3,4,3,1,5,5,3,1,5,1,3,2
P19080,3,1,3,2,4,2,2,2,4,2,4,2,5,2,4,2,3,2,4,3,1,5,1,4,2,5,1,2,5,4,4,2,5,1,3,2,5,2,4,4,4,2,4,2,2,2,4,3,4,5
